Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
NEW YORK,NY,"35,130.00","12,130.00","23,000.00",0.00,0.00,0.00
NEW YORK,NY,"41,715.00",0.00,"41,715.00","18,800.00",0.00,"18,800.00"
NEW YORK,NY,"38,125.00",0.00,"38,125.00","30,700.00",0.00,"30,700.00"
NEW YORK,NY,"14,500.00",0.00,"14,500.00",0.00,0.00,0.00
NEW YORK,NY,"5,525.00",0.00,"5,525.00","5,600.00",0.00,"5,600.00"
NEW YORK,NY,"55,685.00","55,685.00",0.00,"10,700.00","10,700.00",0.00
NEW YORK,NY,"62,820.00",0.00,"62,820.00","44,300.00",0.00,"44,300.00"
NEW YORK,NY,"11,225.00",0.00,"11,225.00","3,800.00",0.00,"3,800.00"
NEW YORK,NY,"27,800.00",0.00,"27,800.00",0.00,0.00,0.00
NEW YORK,NY,"2,955.00",0.00,"2,955.00",0.00,0.00,0.00
NEW YORK,NY,"109,886.00",0.00,"109,886.00","47,700.00",0.00,"47,700.00"
NEW YORK,NY,"733,695.00","160,459.00","573,236.00","223,400.00","5,800.00","217,600.00"
NEW YORK,NY,"116,081.00",0.00,"116,081.00","33,000.00",0.00,"33,000.00"
NEW YORK,NY,"5,300.00",0.00,"5,300.00","5,300.00",0.00,"5,300.00"
NEW YORK,NY,"24,825.00",0.00,"24,825.00","6,300.00",0.00,"6,300.00"
NEW YORK,NY,"2,125.00",0.00,"2,125.00",0.00,0.00,0.00
NEW YORK,NY,"88,200.00",0.00,"88,200.00","26,000.00",0.00,"26,000.00"
NEW YORK,NY,"143,853.00","6,038.00","137,815.00","52,600.00",0.00,"52,600.00"
NEW YORK,NY,"29,500.00",0.00,"29,500.00","5,500.00",0.00,"5,500.00"
NEW YORK,NY,"4,400.00",0.00,"4,400.00","4,400.00",0.00,"4,400.00"
RICHMOND,NY,"250,613.00","159,533.00","91,080.00","136,600.00","77,200.00","59,400.00"
BRONX,NY,"26,700.00",0.00,"26,700.00","26,700.00",0.00,"26,700.00"
BRONX,NY,"82,061.00","64,561.00","17,500.00","52,000.00","36,800.00","15,200.00"
KINGS,NY,"2,000.00",0.00,"2,000.00",0.00,0.00,0.00
KINGS,NY,"26,850.00",0.00,"26,850.00","16,000.00",0.00,"16,000.00"
KINGS,NY,"22,700.00",0.00,"22,700.00","22,700.00",0.00,"22,700.00"
QUEENS,NY,"489,196.00","338,021.00","151,175.00","129,200.00","80,600.00","48,600.00"
NASSAU,NY,"131,405.00","101,755.00","29,650.00","92,500.00","62,800.00","29,700.00"
NASSAU,NY,"48,575.00",0.00,"48,575.00","22,600.00",0.00,"22,600.00"
QUEENS,NY,"89,891.00","72,516.00","17,375.00","86,600.00","69,300.00","17,300.00"
KINGS,NY,"42,170.00",0.00,"42,170.00",0.00,0.00,0.00
QUEENS,NY,"107,893.00","66,538.00","41,355.00","14,000.00",0.00,"14,000.00"
QUEENS,NY,"108,747.00","19,197.00","89,550.00","89,600.00",400.00,"89,200.00"
QUEENS,NY,"132,674.00","116,499.00","16,175.00",0.00,0.00,0.00
QUEENS,NY,"72,154.00","57,704.00","14,450.00",0.00,0.00,0.00
QUEENS,NY,"94,214.00","62,639.00","31,575.00",0.00,0.00,0.00
ORANGE,NY,"90,708.00","84,533.00","6,175.00","51,400.00","51,400.00",0.00
NEW YORK,NY,"18,380.00",0.00,"18,380.00",0.00,0.00,0.00
QUEENS,NY,"90,906.00","30,706.00","60,200.00",0.00,0.00,0.00
QUEENS,NY,"28,787.00",0.00,"28,787.00","17,400.00",0.00,"17,400.00"
SUFFOLK,NY,"253,960.00","247,205.00","6,755.00","120,200.00","119,300.00",900.00
SUFFOLK,NY,"23,779.00","23,779.00",0.00,"9,400.00","9,400.00",0.00
NASSAU,NY,"367,128.00","313,878.00","53,250.00","170,800.00","149,000.00","21,800.00"
NASSAU,NY,"120,239.00","114,989.00","5,250.00",0.00,0.00,0.00
NASSAU,NY,"104,359.00","90,569.00","13,790.00","72,300.00","58,500.00","13,800.00"
NASSAU,NY,"21,173.00","21,173.00",0.00,"21,100.00","21,100.00",0.00
WESTCHESTER,NY,"127,544.00","121,294.00","6,250.00",0.00,0.00,0.00
NASSAU,NY,"1,848,233.00","1,275,021.00","573,212.00","536,100.00","365,500.00","170,600.00"
SUFFOLK,NY,"3,856,635.00","3,038,511.00","818,124.00","1,492,100.00","1,265,200.00","226,900.00"
NEW YORK,NY,"2,880.00",0.00,"2,880.00",0.00,0.00,0.00
NEW YORK,NY,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00
NEW YORK,NY,500.00,0.00,500.00,0.00,0.00,0.00
NEW YORK,NY,"3,700.00",0.00,"3,700.00",0.00,0.00,0.00
NEW YORK,NY,"5,225.00",0.00,"5,225.00",0.00,0.00,0.00
NEW YORK,NY,"12,750.00",0.00,"12,750.00","8,500.00",0.00,"8,500.00"
NEW YORK,NY,"24,825.00",0.00,"24,825.00","2,000.00",0.00,"2,000.00"
NEW YORK,NY,"32,175.00",0.00,"32,175.00","32,200.00",0.00,"32,200.00"
BRONX,NY,"22,651.00","21,301.00","1,350.00",0.00,0.00,0.00
ROCKLAND,NY,"1,695,813.00","1,330,718.00","365,095.00","814,400.00","646,500.00","167,900.00"
NEW YORK,NY,"11,175.00",0.00,"11,175.00","11,200.00",0.00,"11,200.00"
NEW YORK,NY,"7,100.00",0.00,"7,100.00","7,100.00",0.00,"7,100.00"
NEW YORK,NY,"35,200.00",0.00,"35,200.00",0.00,0.00,0.00
NEW YORK,NY,"16,875.00",0.00,"16,875.00",0.00,0.00,0.00
NEW YORK,NY,"162,556.00","125,756.00","36,800.00","114,200.00","79,400.00","34,800.00"
SUFFOLK,NY,"2,122,002.00","1,700,973.00","421,029.00","514,800.00","362,700.00","152,100.00"
SUFFOLK,NY,"17,876.00","14,451.00","3,425.00",0.00,0.00,0.00
SUFFOLK,NY,"34,796.00","24,596.00","10,200.00","28,100.00","17,900.00","10,200.00"
SUFFOLK,NY,"112,947.00","107,747.00","5,200.00",0.00,0.00,0.00
SUFFOLK,NY,"19,330,232.00","15,210,057.00","4,120,175.00","8,302,300.00","6,424,200.00","1,878,100.00"
QUEENS,NY,"15,180.00","15,180.00",0.00,"10,700.00","10,700.00",0.00
QUEENS,NY,"9,627.00","9,627.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"415,603.00","372,328.00","43,275.00",0.00,0.00,0.00
SUFFOLK,NY,"2,677,019.00","2,223,519.00","453,500.00","687,000.00","557,400.00","129,600.00"
NASSAU,NY,"117,083.00","64,188.00","52,895.00","9,500.00","9,500.00",0.00
SUFFOLK,NY,"12,950.00",0.00,"12,950.00","8,500.00",0.00,"8,500.00"
NASSAU,NY,"151,781.00","108,911.00","42,870.00","79,900.00","39,900.00","40,000.00"
NASSAU,NY,"74,594.00","49,544.00","25,050.00",0.00,0.00,0.00
NASSAU,NY,"210,984.00","152,884.00","58,100.00",0.00,0.00,0.00
NASSAU,NY,"86,585.00","50,975.00","35,610.00","14,000.00","14,000.00",0.00
NASSAU,NY,"4,975.00",0.00,"4,975.00",0.00,0.00,0.00
NASSAU,NY,"39,500.00",0.00,"39,500.00",0.00,0.00,0.00
NASSAU,NY,"169,728,605.00","107,537,378.00","62,191,227.00","68,861,100.00","46,022,300.00","22,838,800.00"
NEW YORK,NY,"28,810.00",0.00,"28,810.00",0.00,0.00,0.00
NASSAU,NY,"5,220.00",0.00,"5,220.00",0.00,0.00,0.00
NASSAU,NY,"166,302.00","108,102.00","58,200.00",0.00,0.00,0.00
NASSAU,NY,"40,111.00",856.00,"39,255.00","18,200.00",0.00,"18,200.00"
NASSAU,NY,"97,802.00","76,457.00","21,345.00","87,800.00","66,400.00","21,400.00"
NASSAU,NY,"82,161.00","81,161.00","1,000.00","35,700.00","35,200.00",500.00
NASSAU,NY,"296,056.00","285,656.00","10,400.00","44,200.00","44,200.00",0.00
ROCKLAND,NY,"5,510.00","5,510.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"77,152.00","69,977.00","7,175.00",0.00,0.00,0.00
WESTCHESTER,NY,"35,144.00","35,144.00",0.00,"26,600.00","26,600.00",0.00
NASSAU,NY,"840,057.00","684,832.00","155,225.00","265,500.00","221,200.00","44,300.00"
QUEENS,NY,"45,016.00","36,816.00","8,200.00",0.00,0.00,0.00
QUEENS,NY,"173,259.00","150,772.00","22,487.00","31,100.00","30,600.00",500.00
QUEENS,NY,"214,754.00","148,554.00","66,200.00","57,200.00","21,100.00","36,100.00"
ROCKLAND,NY,"12,050.00","12,050.00",0.00,"12,100.00","12,100.00",0.00
SUFFOLK,NY,"6,433,926.00","4,945,737.00","1,488,189.00","2,883,400.00","2,084,600.00","798,800.00"
ROCKLAND,NY,"356,455.00","332,595.00","23,860.00","130,100.00","113,500.00","16,600.00"
SUFFOLK,NY,"20,266.00","15,566.00","4,700.00","4,700.00",0.00,"4,700.00"
WESTCHESTER,NY,"40,340.00","33,865.00","6,475.00","14,000.00","8,000.00","6,000.00"
ROCKLAND,NY,"2,515,431.00","2,001,952.00","513,479.00","1,269,000.00","914,600.00","354,400.00"
ULSTER,NY,"47,438.00","47,438.00",0.00,0.00,0.00,0.00
ORANGE,NY,"65,798.00","63,118.00","2,680.00","14,000.00","12,000.00","2,000.00"
NASSAU,NY,"454,869.00","408,419.00","46,450.00","67,600.00","48,100.00","19,500.00"
NASSAU,NY,"57,047.00","24,497.00","32,550.00","14,000.00","14,000.00",0.00
NASSAU,NY,"109,156.00","77,006.00","32,150.00","14,000.00","2,000.00","12,000.00"
NASSAU,NY,"3,317,103.00","2,220,424.00","1,096,679.00","1,404,800.00","890,900.00","513,900.00"
ROCKLAND,NY,"272,210.00","246,635.00","25,575.00","144,500.00","124,000.00","20,500.00"
WESTCHESTER,NY,"118,328.00","105,903.00","12,425.00","5,100.00","4,800.00",300.00
NEW YORK,NY,"21,876.00","21,876.00",0.00,"10,800.00","10,800.00",0.00
SUFFOLK,NY,"52,604.00","24,579.00","28,025.00","10,000.00","10,000.00",0.00
SUFFOLK,NY,"193,167.00","187,542.00","5,625.00","63,900.00","63,100.00",800.00
ORANGE,NY,"38,354.00","36,984.00","1,370.00","10,100.00","10,100.00",0.00
NASSAU,NY,"541,624.00","479,669.00","61,955.00","230,000.00","223,400.00","6,600.00"
WESTCHESTER,NY,"74,949.00","72,499.00","2,450.00","46,200.00","44,700.00","1,500.00"
NASSAU,NY,"10,925.00",0.00,"10,925.00",0.00,0.00,0.00
WESTCHESTER,NY,"226,366.00","212,166.00","14,200.00","79,800.00","66,100.00","13,700.00"
QUEENS,NY,"4,289.00",0.00,"4,289.00",0.00,0.00,0.00
QUEENS,NY,"10,553.00","10,553.00",0.00,0.00,0.00,0.00
QUEENS,NY,"28,855.00","26,755.00","2,100.00","20,700.00","19,100.00","1,600.00"
QUEENS,NY,"381,062.00","274,578.00","106,484.00","122,300.00","86,300.00","36,000.00"
QUEENS,NY,"12,800.00","12,800.00",0.00,0.00,0.00,0.00
QUEENS,NY,"29,200.00",0.00,"29,200.00","29,300.00",0.00,"29,300.00"
QUEENS,NY,"85,667.00","57,242.00","28,425.00",0.00,0.00,0.00
QUEENS,NY,"60,015.00","43,315.00","16,700.00",0.00,0.00,0.00
QUEENS,NY,"99,235.00","58,725.00","40,510.00","67,500.00","50,200.00","17,300.00"
QUEENS,NY,"635,460.00","488,660.00","146,800.00","147,800.00","101,200.00","46,600.00"
NEW YORK,NY,"32,200.00",0.00,"32,200.00",0.00,0.00,0.00
QUEENS,NY,"465,674.00","358,084.00","107,590.00",0.00,0.00,0.00
QUEENS,NY,"16,231.00","7,606.00","8,625.00","12,400.00","7,700.00","4,700.00"
QUEENS,NY,"277,872.00","249,007.00","28,865.00","82,400.00","75,800.00","6,600.00"
QUEENS,NY,"540,013.00","476,958.00","63,055.00","76,300.00","65,900.00","10,400.00"
QUEENS,NY,"33,423.00","33,423.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"590,757.00","538,957.00","51,800.00",0.00,0.00,0.00
QUEENS,NY,"13,847.00","10,272.00","3,575.00",0.00,0.00,0.00
SUFFOLK,NY,"1,166,806.00","993,924.00","172,882.00","651,200.00","564,200.00","87,000.00"
QUEENS,NY,"105,193.00","75,961.00","29,232.00",0.00,0.00,0.00
QUEENS,NY,"3,045.00","3,045.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"8,075.00","8,075.00",0.00,0.00,0.00,0.00
QUEENS,NY,"81,436.00","68,938.00","12,498.00","6,000.00",0.00,"6,000.00"
BRONX,NY,"225,344.00","222,344.00","3,000.00",0.00,0.00,0.00
SUFFOLK,NY,"1,178,130.00","1,034,219.00","143,911.00","62,400.00","48,100.00","14,300.00"
QUEENS,NY,"12,825.00",0.00,"12,825.00","12,900.00",0.00,"12,900.00"
QUEENS,NY,"94,035.00","70,035.00","24,000.00","71,400.00","53,900.00","17,500.00"
QUEENS,NY,"19,455.00",0.00,"19,455.00","14,000.00",0.00,"14,000.00"
SULLIVAN,NY,"79,708.00","78,408.00","1,300.00",0.00,0.00,0.00
QUEENS,NY,"11,275.00",0.00,"11,275.00",0.00,0.00,0.00
QUEENS,NY,"2,150.00",0.00,"2,150.00",0.00,0.00,0.00
QUEENS,NY,"117,654.00","87,209.00","30,445.00","88,500.00","72,300.00","16,200.00"
NEW YORK,NY,"23,829.00","14,204.00","9,625.00",0.00,0.00,0.00
QUEENS,NY,"482,396.00","172,082.00","310,314.00","14,100.00",0.00,"14,100.00"
QUEENS,NY,"3,678,335.00","2,443,638.00","1,234,697.00","1,526,100.00","1,095,500.00","430,600.00"
QUEENS,NY,"440,455.00","299,585.00","140,870.00","320,200.00","192,600.00","127,600.00"
QUEENS,NY,"9,675.00","3,383.00","6,292.00","9,600.00","3,300.00","6,300.00"
QUEENS,NY,"44,952.00",0.00,"44,952.00",0.00,0.00,0.00
QUEENS,NY,"341,438.00","251,558.00","89,880.00","72,000.00","48,200.00","23,800.00"
QUEENS,NY,"13,800.00",0.00,"13,800.00",0.00,0.00,0.00
QUEENS,NY,"119,970.00",0.00,"119,970.00","20,900.00",0.00,"20,900.00"
KINGS,NY,"10,350.00",0.00,"10,350.00","10,400.00",0.00,"10,400.00"
NEW YORK,NY,"48,730.00","18,255.00","30,475.00","12,500.00",0.00,"12,500.00"
QUEENS,NY,"15,814,755.00","8,541,847.00","7,272,908.00","5,408,400.00","2,679,200.00","2,729,200.00"
QUEENS,NY,"1,207,783.00","688,162.00","519,621.00","511,000.00","331,000.00","180,000.00"
QUEENS,NY,"10,662.00",0.00,"10,662.00",0.00,0.00,0.00
QUEENS,NY,"109,731.00","95,481.00","14,250.00",0.00,0.00,0.00
QUEENS,NY,"3,512.00",0.00,"3,512.00",0.00,0.00,0.00
QUEENS,NY,"32,750.00",0.00,"32,750.00",0.00,0.00,0.00
KINGS,NY,"160,594.00","121,194.00","39,400.00",0.00,0.00,0.00
NASSAU,NY,"22,600.00",0.00,"22,600.00",0.00,0.00,0.00
NEW YORK,NY,"383,041.00","256,876.00","126,165.00","24,100.00",0.00,"24,100.00"
QUEENS,NY,"82,476,437.00","53,267,310.00","29,209,127.00","38,451,800.00","24,788,000.00","13,663,800.00"
QUEENS,NY,"98,176.00","56,526.00","41,650.00",0.00,0.00,0.00
QUEENS,NY,"35,475.00",0.00,"35,475.00",0.00,0.00,0.00
QUEENS,NY,"16,460.00",0.00,"16,460.00",0.00,0.00,0.00
QUEENS,NY,"155,573.00","125,023.00","30,550.00",0.00,0.00,0.00
QUEENS,NY,"65,084.00","49,584.00","15,500.00","57,100.00","41,600.00","15,500.00"
NEW YORK,NY,"173,639.00","131,014.00","42,625.00","102,100.00","76,600.00","25,500.00"
QUEENS,NY,"34,612,512.00","25,678,931.00","8,933,581.00","15,861,700.00","10,486,800.00","5,374,900.00"
QUEENS,NY,"178,012.00","138,112.00","39,900.00",0.00,0.00,0.00
QUEENS,NY,"1,690,601.00","1,218,086.00","472,515.00","942,600.00","643,400.00","299,200.00"
QUEENS,NY,"88,199.00","62,499.00","25,700.00","49,900.00","24,200.00","25,700.00"
QUEENS,NY,"12,050.00",0.00,"12,050.00","12,100.00",0.00,"12,100.00"
QUEENS,NY,"3,000.00",0.00,"3,000.00",0.00,0.00,0.00
QUEENS,NY,"5,625.00",0.00,"5,625.00",0.00,0.00,0.00
NASSAU,NY,"25,906.00","16,994.00","8,912.00",0.00,0.00,0.00
NASSAU,NY,"886,675.00","719,242.00","167,433.00","385,200.00","320,200.00","65,000.00"
NASSAU,NY,"106,586.00","81,526.00","25,060.00",0.00,0.00,0.00
QUEENS,NY,"17,955.00",0.00,"17,955.00","18,000.00",0.00,"18,000.00"
QUEENS,NY,"62,200.00",0.00,"62,200.00","13,500.00",0.00,"13,500.00"
QUEENS,NY,"162,252.00","57,827.00","104,425.00","55,900.00","15,900.00","40,000.00"
QUEENS,NY,"170,906.00","113,581.00","57,325.00","76,800.00","36,800.00","40,000.00"
SUFFOLK,NY,"700,511.00","679,486.00","21,025.00","356,700.00","355,500.00","1,200.00"
SUFFOLK,NY,"365,027.00","325,847.00","39,180.00","130,600.00","122,900.00","7,700.00"
SUFFOLK,NY,"6,670.00","6,670.00",0.00,0.00,0.00,0.00
BRONX,NY,"9,103.00","8,803.00",300.00,0.00,0.00,0.00
NASSAU,NY,"484,544.00","397,484.00","87,060.00","87,400.00","57,500.00","29,900.00"
NEW YORK,NY,"24,558.00","22,558.00","2,000.00",0.00,0.00,0.00
QUEENS,NY,"55,243.00","39,481.00","15,762.00","41,400.00","30,100.00","11,300.00"
QUEENS,NY,"26,300.00",0.00,"26,300.00","9,500.00",0.00,"9,500.00"
NASSAU,NY,"31,600.00",0.00,"31,600.00",0.00,0.00,0.00
QUEENS,NY,"8,801,505.00","5,179,130.00","3,622,375.00","2,860,200.00","1,582,600.00","1,277,600.00"
ROCKLAND,NY,"4,150.00",0.00,"4,150.00","4,200.00",0.00,"4,200.00"
NASSAU,NY,"416,146.00","386,031.00","30,115.00","101,400.00","91,700.00","9,700.00"
NASSAU,NY,"608,842.00","535,647.00","73,195.00","214,700.00","189,400.00","25,300.00"
NASSAU,NY,"43,400.00","43,400.00",0.00,0.00,0.00,0.00
QUEENS,NY,"71,425.00","51,875.00","19,550.00",0.00,0.00,0.00
QUEENS,NY,"33,079.00","26,829.00","6,250.00","9,300.00","3,100.00","6,200.00"
QUEENS,NY,"71,343.00","50,543.00","20,800.00",0.00,0.00,0.00
QUEENS,NY,"246,910.00","167,980.00","78,930.00","112,100.00","63,200.00","48,900.00"
WESTCHESTER,NY,"803,138.00","726,058.00","77,080.00","176,600.00","117,300.00","59,300.00"
WESTCHESTER,NY,"42,155.00","41,155.00","1,000.00","25,200.00","24,200.00","1,000.00"
RICHMOND,NY,"17,050.00",0.00,"17,050.00",0.00,0.00,0.00
SUFFOLK,NY,"300,502.00","274,387.00","26,115.00",0.00,0.00,0.00
SUFFOLK,NY,"401,717.00","351,442.00","50,275.00","256,900.00","211,800.00","45,100.00"
SUFFOLK,NY,"115,638.00","106,113.00","9,525.00",0.00,0.00,0.00
QUEENS,NY,"246,608.00","211,913.00","34,695.00","147,500.00","118,200.00","29,300.00"
SUFFOLK,NY,"482,744.00","378,144.00","104,600.00","185,900.00","151,600.00","34,300.00"
SUFFOLK,NY,"19,810.00","18,035.00","1,775.00","19,600.00","17,800.00","1,800.00"
NASSAU,NY,"263,853.00","248,353.00","15,500.00","165,000.00","150,500.00","14,500.00"
RICHMOND,NY,"26,909.00","12,134.00","14,775.00",0.00,0.00,0.00
ULSTER,NY,"251,328.00","210,478.00","40,850.00","143,500.00","112,500.00","31,000.00"
SUFFOLK,NY,"2,039,181.00","1,572,791.00","466,390.00","815,400.00","602,900.00","212,500.00"
WESTCHESTER,NY,"137,059.00","135,709.00","1,350.00","14,000.00","14,000.00",0.00
NASSAU,NY,"51,942,404.00","37,420,323.00","14,522,081.00","24,489,900.00","16,689,700.00","7,800,200.00"
NASSAU,NY,"181,841.00","151,066.00","30,775.00","91,700.00","61,500.00","30,200.00"
NASSAU,NY,"111,575.00","101,035.00","10,540.00","35,900.00","25,400.00","10,500.00"
KINGS,NY,"269,156.00","151,585.00","117,571.00",0.00,0.00,0.00
SUFFOLK,NY,"209,382.00","169,782.00","39,600.00",0.00,0.00,0.00
SUFFOLK,NY,"78,581.00","72,506.00","6,075.00","8,000.00","5,000.00","3,000.00"
SUFFOLK,NY,"205,769.00","201,269.00","4,500.00","83,200.00","78,700.00","4,500.00"
ULSTER,NY,"19,608.00","19,108.00",500.00,"13,500.00","13,000.00",500.00
SUFFOLK,NY,"8,832.00","8,832.00",0.00,"10,600.00","8,900.00",0.00
SUFFOLK,NY,"54,951.00","51,276.00","3,675.00","55,000.00","51,300.00","3,700.00"
SUFFOLK,NY,"302,183.00","287,133.00","15,050.00","155,600.00","155,600.00",0.00
SUFFOLK,NY,"1,979,257.00","1,556,281.00","422,976.00","944,300.00","680,900.00","263,400.00"
ULSTER,NY,"49,005.00","41,805.00","7,200.00","16,500.00","10,800.00","5,700.00"
SUFFOLK,NY,"4,060.00","4,060.00",0.00,0.00,0.00,0.00
WESTCHESTER,NY,"78,639.00","77,039.00","1,600.00","56,000.00","54,400.00","1,600.00"
RICHMOND,NY,"115,752.00","62,027.00","53,725.00",0.00,0.00,0.00
RICHMOND,NY,"36,475.00",0.00,"36,475.00",0.00,0.00,0.00
SULLIVAN,NY,"37,754.00","37,754.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"355,933.00","330,191.00","25,742.00","57,500.00","53,400.00","4,100.00"
WESTCHESTER,NY,"19,099.00","19,099.00",0.00,"17,100.00","17,100.00",0.00
SUFFOLK,NY,"427,418.00","416,718.00","10,700.00","252,200.00","250,300.00","1,900.00"
KINGS,NY,"105,770.00","72,710.00","33,060.00",0.00,0.00,0.00
SUFFOLK,NY,"17,117.00","15,417.00","1,700.00",0.00,0.00,0.00
NASSAU,NY,"55,160.00","35,855.00","19,305.00","55,200.00","35,900.00","19,300.00"
SUFFOLK,NY,"43,456.00","36,431.00","7,025.00",0.00,0.00,0.00
ROCKLAND,NY,"168,026.00","152,201.00","15,825.00","15,900.00",0.00,"15,900.00"
QUEENS,NY,"533,569.00","448,964.00","84,605.00","121,500.00","109,100.00","12,400.00"
QUEENS,NY,"10,793.00","10,793.00",0.00,"2,900.00","2,900.00",0.00
NEW YORK,NY,"35,422.00","34,272.00","1,150.00","6,200.00","6,200.00",0.00
QUEENS,NY,"276,623.00","268,723.00","7,900.00","145,300.00","143,400.00","1,900.00"
WESTCHESTER,NY,"33,767.00","33,267.00",500.00,0.00,0.00,0.00
SUFFOLK,NY,"23,202.00","18,577.00","4,625.00","21,700.00","17,100.00","4,600.00"
NASSAU,NY,"37,381.00","12,181.00","25,200.00","9,000.00","2,200.00","6,800.00"
SUFFOLK,NY,"38,545.00","32,970.00","5,575.00",0.00,0.00,0.00
SUFFOLK,NY,"1,304,868.00","1,067,651.00","237,217.00","557,600.00","455,300.00","102,300.00"
SUFFOLK,NY,"36,834.00","35,259.00","1,575.00",0.00,0.00,0.00
SUFFOLK,NY,"1,353,871.00","1,191,691.00","162,180.00","887,800.00","746,200.00","112,500.00"
QUEENS,NY,"2,000.00",0.00,"2,000.00",0.00,0.00,0.00
ROCKLAND,NY,"188,924.00","164,174.00","24,750.00","16,500.00","16,500.00",0.00
QUEENS,NY,"35,987.00","33,987.00","2,000.00","23,500.00","21,500.00","2,000.00"
QUEENS,NY,"38,199.00","8,999.00","29,200.00","13,400.00",0.00,"13,400.00"
QUEENS,NY,"645,611.00","447,491.00","198,120.00","277,600.00","159,100.00","118,500.00"
QUEENS,NY,"41,278.00","26,128.00","15,150.00","26,200.00","26,200.00",0.00
QUEENS,NY,"27,641.00","25,466.00","2,175.00",0.00,0.00,0.00
SUFFOLK,NY,"64,197.00","64,197.00",0.00,"64,200.00","64,200.00",0.00
QUEENS,NY,"100,193.00","96,218.00","3,975.00","54,500.00","53,900.00",600.00
SUFFOLK,NY,"94,643.00","81,868.00","12,775.00","47,400.00","38,900.00","8,500.00"
RICHMOND,NY,"121,935.00","107,945.00","13,990.00","96,300.00","82,400.00","13,900.00"
RICHMOND,NY,"60,240.00",0.00,"60,240.00",0.00,0.00,0.00
RICHMOND,NY,"70,967.00","43,642.00","27,325.00","23,800.00","7,800.00","16,000.00"
RICHMOND,NY,"217,657.00","159,917.00","57,740.00","149,000.00","109,000.00","40,000.00"
RICHMOND,NY,"19,669.00","18,629.00","1,040.00","19,600.00","18,500.00","1,100.00"
RICHMOND,NY,"172,092.00","136,542.00","35,550.00","159,000.00","123,400.00","35,600.00"
RICHMOND,NY,"133,378.00","90,586.00","42,792.00",0.00,0.00,0.00
RICHMOND,NY,"73,143.00","59,943.00","13,200.00","13,200.00",0.00,"13,200.00"
RICHMOND,NY,"11,275.00",0.00,"11,275.00",0.00,0.00,0.00
RICHMOND,NY,"52,845.00","40,370.00","12,475.00","30,000.00","17,600.00","12,400.00"
RICHMOND,NY,"248,926.00","157,976.00","90,950.00","169,500.00","129,500.00","40,000.00"
RICHMOND,NY,"1,592,052.00","909,468.00","682,584.00","754,300.00","397,300.00","357,000.00"
RICHMOND,NY,"494,756.00","418,956.00","75,800.00","222,500.00","193,600.00","28,900.00"
RICHMOND,NY,"1,671,356.00","1,158,285.00","513,071.00","578,500.00","408,200.00","170,300.00"
RICHMOND,NY,"1,230,503.00","1,017,894.00","212,609.00","537,000.00","449,600.00","87,400.00"
KINGS,NY,"147,747.00","70,762.00","76,985.00",0.00,0.00,0.00
NEW YORK,NY,"436,125.00","317,475.00","118,650.00","109,500.00","77,100.00","32,400.00"
RICHMOND,NY,"73,442,996.00","47,146,869.00","26,296,127.00","33,115,800.00","20,931,700.00","12,184,100.00"
KINGS,NY,"266,671.00","206,421.00","60,250.00","55,400.00","41,000.00","14,400.00"
NEW YORK,NY,"513,378.00","306,548.00","206,830.00","281,400.00","167,600.00","113,800.00"
RICHMOND,NY,"197,682,479.00","126,902,740.00","70,779,739.00","86,814,000.00","54,752,300.00","32,048,400.00"
ROCKLAND,NY,"46,097.00","31,097.00","15,000.00","28,300.00","13,300.00","15,000.00"
RICHMOND,NY,"13,115,389.00","9,988,783.00","3,126,606.00","5,507,200.00","3,962,600.00","1,544,600.00"
NEW YORK,NY,"37,244.00","8,454.00","28,790.00","37,400.00","8,500.00","28,900.00"
RICHMOND,NY,"13,624,582.00","9,271,350.00","4,353,232.00","6,100,400.00","3,983,900.00","2,116,500.00"
RICHMOND,NY,"2,620,412.00","1,922,247.00","698,165.00","1,134,900.00","877,800.00","257,100.00"
RICHMOND,NY,"1,287,725.00","816,185.00","471,540.00","557,600.00","319,200.00","238,400.00"
RICHMOND,NY,"10,169,517.00","8,465,655.00","1,703,862.00","3,827,000.00","3,060,300.00","766,700.00"
NEW YORK,NY,"219,278.00","135,328.00","83,950.00",0.00,0.00,0.00
RICHMOND,NY,"2,099,060.00","1,523,086.00","575,974.00","1,125,200.00","696,200.00","429,000.00"
RICHMOND,NY,"119,369.00","80,819.00","38,550.00","109,400.00","70,900.00","38,500.00"
NASSAU,NY,"71,900.00",0.00,"71,900.00",0.00,0.00,0.00
RICHMOND,NY,"168,933.00","149,533.00","19,400.00",0.00,0.00,0.00
RICHMOND,NY,"110,817.00","77,117.00","33,700.00",0.00,0.00,0.00
RICHMOND,NY,"148,501.00","92,476.00","56,025.00","91,300.00","78,800.00","12,500.00"
RICHMOND,NY,"52,171.00","38,371.00","13,800.00",0.00,0.00,0.00
RICHMOND,NY,"63,282.00","50,882.00","12,400.00","54,900.00","42,500.00","12,400.00"
